person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_clipped,income_loan_ratio,income_emp_length_ratio,loan_credit_hist_ratio
23,81600,MORTGAGE,7.0,VENTURE,A,9000,7.49,0,0.11,N,3,81600.0,9.066666666666666,11657.142857142857,3000.0
23,30000,RENT,2.0,DEBTCONSOLIDATION,D,10000,15.31,1,0.33,Y,4,30000.0,3.0,15000.0,2500.0
24,52000,MORTGAGE,7.0,MEDICAL,C,5000,14.22,0,0.1,Y,3,52000.0,10.4,7428.571428571428,1666.6666666666667
25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,2,45000.0,3.0,11250.0,7500.0
24,48000,MORTGAGE,4.0,MEDICAL,A,4000,5.42,0,0.08,N,4,48000.0,12.0,12000.0,1000.0
22,33000,RENT,6.0,DEBTCONSOLIDATION,C,6000,13.85,0,0.18,N,3,33000.0,5.5,5500.0,2000.0
21,35000,MORTGAGE,5.0,EDUCATION,B,1500,9.63,0,0.04,N,2,35000.0,23.333333333333332,7000.0,750.0
23,118000,MORTGAGE,4.0,VENTURE,C,12000,13.11,0,0.1,N,2,118000.0,9.833333333333334,29500.0,6000.0
26,95000,RENT,0.0,VENTURE,B,12000,10.65,0,0.13,N,3,95000.0,7.916666666666667,inf,4000.0
26,42000,RENT,2.0,EDUCATION,C,4800,14.27,1,0.11,Y,2,42000.0,8.75,21000.0,2400.0
22,64000,RENT,7.0,VENTURE,D,13000,14.11,0,0.2,N,3,64000.0,4.923076923076923,9142.857142857143,4333.333333333333
24,41160,RENT,2.0,DEBTCONSOLIDATION,A,4000,,0,0.1,N,3,41160.0,10.29,20580.0,1333.3333333333333
23,57000,OWN,7.0,EDUCATION,B,4200,10.51,0,0.07,N,4,57000.0,13.571428571428571,8142.857142857143,1050.0
22,90000,MORTGAGE,6.0,MEDICAL,B,9500,,0,0.11,N,3,90000.0,9.473684210526315,15000.0,3166.6666666666665
25,33000,RENT,1.0,VENTURE,C,7100,14.65,1,0.22,Y,3,33000.0,4.647887323943662,33000.0,2366.6666666666665
25,216000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,25000,16.07,0,0.12,N,2,190376.8000000002,7.615072000000008,95188.4000000001,12500.0
26,37820,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6300,,0,0.17,N,2,37820.0,6.003174603174603,12606.666666666666,3150.0
21,15360,RENT,0.0,DEBTCONSOLIDATION,B,1600,12.69,0,0.1,N,3,15360.0,9.6,inf,533.3333333333334
24,45888,RENT,5.0,EDUCATION,A,9000,5.79,0,0.2,N,4,45888.0,5.0986666666666665,9177.6,2250.0
22,58000,RENT,5.0,PERSONAL,B,4000,10.0,0,0.07,N,4,58000.0,14.5,11600.0,1000.0
22,190000,RENT,3.0,VENTURE,A,12600,6.92,0,0.07,N,3,190000.0,15.079365079365079,63333.333333333336,4200.0
26,75000,MORTGAGE,5.0,EDUCATION,A,12500,5.99,0,0.17,N,4,75000.0,6.0,15000.0,3125.0
22,41600,OWN,4.0,EDUCATION,B,12000,12.42,0,0.29,N,4,41600.0,3.466666666666667,10400.0,3000.0
23,90000,RENT,0.0,EDUCATION,A,12000,8.9,0,0.13,N,2,90000.0,7.5,inf,6000.0
26,51996,RENT,1.0,MEDICAL,C,10000,13.23,0,0.19,N,4,51996.0,5.1996,51996.0,2500.0
25,88500,RENT,3.0,VENTURE,C,7200,13.47,0,0.08,Y,2,88500.0,12.291666666666666,29500.0,3600.0
26,30000,OWN,0.0,HOMEIMPROVEMENT,C,15000,13.22,0,0.5,Y,2,30000.0,2.0,inf,7500.0
23,45000,MORTGAGE,1.0,EDUCATION,B,10000,12.21,0,0.22,N,4,45000.0,4.5,45000.0,2500.0
24,30000,OWN,7.0,HOMEIMPROVEMENT,C,10000,12.61,0,0.33,Y,2,30000.0,3.0,4285.714285714285,5000.0
25,32000,RENT,1.0,MEDICAL,E,2500,16.45,1,0.08,N,3,32000.0,12.8,32000.0,833.3333333333334
22,36000,MORTGAGE,6.0,VENTURE,D,1400,14.84,0,0.04,N,2,36000.0,25.714285714285715,6000.0,700.0
23,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.21,N,4,48000.0,4.8,6857.142857142857,2500.0
23,24000,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.62,0,0.21,N,2,24000.0,4.8,6000.0,2500.0
24,60000,RENT,1.0,EDUCATION,B,10000,,0,0.17,N,2,60000.0,6.0,60000.0,5000.0
24,10000,RENT,8.0,PERSONAL,A,3000,7.9,1,0.3,N,3,10000.0,3.3333333333333335,1250.0,1000.0
25,35000,RENT,3.0,VENTURE,B,2400,12.53,0,0.07,N,2,35000.0,14.583333333333334,11666.666666666666,1200.0
23,39000,RENT,1.0,DEBTCONSOLIDATION,D,6000,15.99,1,0.15,Y,3,39000.0,6.5,39000.0,2000.0
23,100000,MORTGAGE,7.0,EDUCATION,A,15000,7.88,0,0.15,N,4,100000.0,6.666666666666667,14285.714285714286,3750.0
22,27120,RENT,5.0,EDUCATION,C,9250,13.11,1,0.34,N,3,27120.0,2.9318918918918917,5424.0,3083.3333333333335
25,25920,RENT,0.0,VENTURE,B,2300,11.11,0,0.09,N,2,25920.0,11.269565217391305,inf,1150.0
22,75000,RENT,2.0,MEDICAL,C,20000,,0,0.27,Y,2,75000.0,3.75,37500.0,10000.0
24,102000,MORTGAGE,5.0,EDUCATION,C,12000,15.27,0,0.12,Y,3,102000.0,8.5,20400.0,4000.0
25,50000,RENT,3.0,PERSONAL,D,4000,14.61,0,0.08,Y,4,50000.0,12.5,16666.666666666668,1000.0
26,94000,MORTGAGE,1.0,MEDICAL,A,5000,7.68,0,0.05,N,3,94000.0,18.8,94000.0,1666.6666666666667
24,40000,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.25,N,3,40000.0,4.0,8000.0,3333.3333333333335
24,69764,RENT,2.0,VENTURE,D,1500,14.42,1,0.02,Y,4,69764.0,46.50933333333333,34882.0,375.0
22,21600,RENT,1.0,EDUCATION,D,2400,16.29,1,0.11,N,4,21600.0,9.0,21600.0,600.0
26,20000,MORTGAGE,5.0,MEDICAL,A,4800,5.99,0,0.24,N,3,20000.0,4.166666666666667,4000.0,1600.0
23,49000,MORTGAGE,7.0,MEDICAL,G,15000,19.82,1,0.31,Y,3,49000.0,3.2666666666666666,7000.0,5000.0
24,128000,MORTGAGE,4.0,EDUCATION,A,12000,6.03,0,0.09,N,2,128000.0,10.666666666666666,32000.0,6000.0
25,62500,RENT,6.0,HOMEIMPROVEMENT,B,4000,10.37,0,0.06,N,3,62500.0,15.625,10416.666666666666,1333.3333333333333
21,40000,RENT,4.0,EDUCATION,A,5000,5.79,0,0.13,N,2,40000.0,8.0,10000.0,2500.0
22,44000,RENT,1.0,VENTURE,E,16000,16.35,1,0.36,N,4,44000.0,2.75,44000.0,4000.0
25,85000,MORTGAGE,5.0,EDUCATION,C,9600,13.85,0,0.11,N,2,85000.0,8.854166666666666,17000.0,4800.0
24,64600,RENT,2.0,PERSONAL,A,5000,7.9,0,0.08,N,3,64600.0,12.92,32300.0,1666.6666666666667
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3950,10.65,0,0.07,N,4,60000.0,15.189873417721518,10000.0,987.5
26,65000,MORTGAGE,11.0,VENTURE,A,10950,7.88,0,0.17,N,2,65000.0,5.936073059360731,5909.090909090909,5475.0
26,36800,RENT,0.0,MEDICAL,B,5900,10.71,0,0.16,N,4,36800.0,6.237288135593221,inf,1475.0
24,54000,MORTGAGE,8.0,PERSONAL,D,1500,14.42,1,0.03,Y,4,54000.0,36.0,6750.0,375.0
23,16000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5600,12.84,1,0.35,Y,2,16000.0,2.857142857142857,16000.0,2800.0
23,39000,RENT,3.0,MEDICAL,B,10000,11.99,1,0.26,N,2,39000.0,3.9,13000.0,5000.0
24,45000,RENT,8.0,PERSONAL,C,8000,12.73,0,0.18,N,2,45000.0,5.625,5625.0,4000.0
23,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4200,13.06,0,0.05,Y,3,78000.0,18.571428571428573,11142.857142857143,1400.0
24,100000,MORTGAGE,0.0,MEDICAL,C,10000,12.87,0,0.1,Y,4,100000.0,10.0,inf,2500.0
22,44400,RENT,3.0,VENTURE,C,12800,12.73,0,0.29,N,4,44400.0,3.46875,14800.0,3200.0
26,55000,RENT,1.0,EDUCATION,C,3000,,0,0.05,Y,2,55000.0,18.333333333333332,55000.0,1500.0
25,125000,MORTGAGE,9.0,EDUCATION,B,12000,9.91,0,0.1,N,3,125000.0,10.416666666666666,13888.888888888889,4000.0
25,37980,MORTGAGE,7.0,PERSONAL,A,3500,6.03,0,0.09,N,3,37980.0,10.851428571428572,5425.714285714285,1166.6666666666667
23,75000,OWN,8.0,VENTURE,A,8000,6.17,0,0.11,N,2,75000.0,9.375,9375.0,4000.0
22,28800,RENT,6.0,MEDICAL,B,8000,11.49,0,0.28,N,2,28800.0,3.6,4800.0,4000.0
25,53000,MORTGAGE,4.0,EDUCATION,A,6000,6.62,0,0.11,N,2,53000.0,8.833333333333334,13250.0,3000.0
22,26004,RENT,5.0,VENTURE,B,4800,10.99,0,0.18,N,3,26004.0,5.4175,5200.8,1600.0
25,70000,RENT,3.0,MEDICAL,A,5600,7.9,0,0.08,N,3,70000.0,12.5,23333.333333333332,1866.6666666666667
21,38400,OWN,0.0,VENTURE,C,12200,,0,0.32,Y,4,38400.0,3.1475409836065573,inf,3050.0
22,130000,MORTGAGE,3.0,VENTURE,B,24250,12.18,0,0.19,N,4,130000.0,5.360824742268041,43333.333333333336,6062.5
24,49000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,5000,12.18,1,0.1,N,3,49000.0,9.8,inf,1666.6666666666667
22,72000,RENT,6.0,EDUCATION,E,15000,17.19,0,0.21,N,4,72000.0,4.8,12000.0,3750.0
26,78000,RENT,6.0,DEBTCONSOLIDATION,C,18000,13.49,0,0.23,N,4,78000.0,4.333333333333333,13000.0,4500.0
25,48000,RENT,9.0,PERSONAL,B,4800,,0,0.1,N,4,48000.0,10.0,5333.333333333333,1200.0
21,27600,RENT,4.0,EDUCATION,A,7500,6.76,0,0.27,N,4,27600.0,3.68,6900.0,1875.0
25,115000,MORTGAGE,4.0,PERSONAL,A,20000,6.91,0,0.17,N,4,115000.0,5.75,28750.0,5000.0
22,56400,RENT,2.0,EDUCATION,A,9500,8.9,0,0.17,N,2,56400.0,5.936842105263158,28200.0,4750.0
21,18000,RENT,2.0,PERSONAL,B,4500,10.38,1,0.25,N,3,18000.0,4.0,9000.0,1500.0
22,50000,RENT,4.0,PERSONAL,A,10000,6.17,0,0.2,N,3,50000.0,5.0,12500.0,3333.3333333333335
23,65000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7000,8.49,0,0.11,N,4,65000.0,9.285714285714286,65000.0,1750.0
22,32240,RENT,3.0,PERSONAL,C,15000,13.22,1,0.47,N,2,32240.0,2.1493333333333333,10746.666666666666,7500.0
23,55000,MORTGAGE,5.0,EDUCATION,A,15000,6.17,0,0.27,N,3,55000.0,3.6666666666666665,11000.0,5000.0
21,57000,RENT,3.0,VENTURE,A,3000,5.42,0,0.05,N,2,57000.0,19.0,19000.0,1500.0
23,26000,RENT,1.0,EDUCATION,B,4000,,0,0.15,N,4,26000.0,6.5,26000.0,1000.0
25,69000,RENT,1.0,PERSONAL,D,8000,13.99,1,0.12,N,2,69000.0,8.625,69000.0,4000.0
25,75000,MORTGAGE,4.0,VENTURE,C,12000,13.49,0,0.16,N,2,75000.0,6.25,18750.0,6000.0
22,59000,MORTGAGE,7.0,PERSONAL,D,4900,15.62,1,0.08,N,3,59000.0,12.040816326530612,8428.57142857143,1633.3333333333333
24,37000,RENT,8.0,EDUCATION,D,10500,,0,0.28,N,4,37000.0,3.5238095238095237,4625.0,2625.0
22,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,21000,8.88,0,0.3,N,3,70000.0,3.3333333333333335,14000.0,7000.0
22,54000,RENT,4.0,MEDICAL,C,8075,13.06,0,0.15,N,3,54000.0,6.687306501547988,13500.0,2691.6666666666665
24,79000,RENT,8.0,DEBTCONSOLIDATION,A,21000,7.9,0,0.27,N,4,79000.0,3.761904761904762,9875.0,5250.0
25,26000,RENT,4.0,MEDICAL,C,8000,12.87,1,0.31,Y,3,26000.0,3.25,6500.0,2666.6666666666665
23,159996,MORTGAGE,2.0,PERSONAL,A,12000,5.42,0,0.08,N,4,159996.0,13.333,79998.0,3000.0
22,52000,MORTGAGE,5.0,VENTURE,A,6000,7.9,0,0.12,N,2,52000.0,8.666666666666666,10400.0,3000.0
22,17280,RENT,0.0,VENTURE,D,3500,,1,0.2,Y,4,17280.0,4.937142857142857,inf,875.0
23,50000,MORTGAGE,3.0,EDUCATION,A,10000,6.03,0,0.2,N,4,50000.0,5.0,16666.666666666668,2500.0
24,45000,RENT,3.0,PERSONAL,A,7800,7.51,0,0.17,N,2,45000.0,5.769230769230769,15000.0,3900.0
25,128500,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.53,0,0.12,Y,3,128500.0,8.566666666666666,128500.0,5000.0
24,87000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,10.36,0,0.11,N,2,87000.0,8.7,17400.0,5000.0
22,18000,RENT,1.0,EDUCATION,B,7000,10.65,1,0.39,N,3,18000.0,2.5714285714285716,18000.0,2333.3333333333335
24,65000,RENT,0.0,VENTURE,B,7000,11.83,0,0.11,N,3,65000.0,9.285714285714286,inf,2333.3333333333335
26,105000,RENT,1.0,DEBTCONSOLIDATION,B,12100,,0,0.12,N,3,105000.0,8.677685950413224,105000.0,4033.3333333333335
23,92004,RENT,6.0,MEDICAL,C,30000,15.23,1,0.33,Y,2,92004.0,3.0668,15334.0,15000.0
22,55000,RENT,2.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.11,N,4,55000.0,9.166666666666666,27500.0,1500.0
24,36000,RENT,5.0,VENTURE,D,6000,14.96,0,0.17,N,3,36000.0,6.0,7200.0,2000.0
26,39000,RENT,2.0,EDUCATION,A,8000,6.62,0,0.21,N,2,39000.0,4.875,19500.0,4000.0
23,60000,MORTGAGE,7.0,VENTURE,A,7200,,0,0.12,N,4,60000.0,8.333333333333334,8571.42857142857,1800.0
25,44000,RENT,1.0,MEDICAL,D,8000,12.92,1,0.18,N,2,44000.0,5.5,44000.0,4000.0
25,150000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000,10.25,0,0.17,N,4,150000.0,6.0,16666.666666666668,6250.0
25,78600,RENT,0.0,MEDICAL,C,8400,13.48,0,0.11,N,4,78600.0,9.357142857142858,inf,2100.0
21,18000,RENT,4.0,MEDICAL,C,2400,14.72,0,0.13,N,3,18000.0,7.5,4500.0,800.0
23,30000,RENT,1.0,EDUCATION,D,1450,15.58,1,0.05,Y,3,30000.0,20.689655172413794,30000.0,483.3333333333333
22,54000,RENT,4.0,EDUCATION,E,5000,16.35,1,0.09,N,4,54000.0,10.8,13500.0,1250.0
25,24000,RENT,9.0,PERSONAL,B,9600,11.71,1,0.4,N,3,24000.0,2.5,2666.6666666666665,3200.0
23,25920,RENT,4.0,PERSONAL,D,10000,15.58,1,0.39,N,4,25920.0,2.592,6480.0,2500.0
23,36000,RENT,1.0,EDUCATION,A,7000,7.9,0,0.19,N,4,36000.0,5.142857142857143,36000.0,1750.0
22,126500,RENT,1.0,DEBTCONSOLIDATION,C,19200,13.79,0,0.15,Y,3,126500.0,6.588541666666667,126500.0,6400.0
22,54000,RENT,4.0,VENTURE,B,5600,9.63,0,0.1,N,3,54000.0,9.642857142857142,13500.0,1866.6666666666667
24,39996,OWN,0.0,PERSONAL,A,3000,7.37,0,0.08,N,2,39996.0,13.332,inf,1500.0
23,58200,MORTGAGE,2.0,PERSONAL,B,13000,,0,0.22,N,3,58200.0,4.476923076923077,29100.0,4333.333333333333
23,80196,OWN,2.0,PERSONAL,B,30000,9.91,0,0.37,N,3,80196.0,2.6732,40098.0,10000.0
23,21600,RENT,2.0,HOMEIMPROVEMENT,D,6000,14.42,1,0.28,N,2,21600.0,3.6,10800.0,3000.0
24,22800,OWN,3.0,MEDICAL,B,4750,11.36,0,0.21,N,4,22800.0,4.8,7600.0,1187.5
26,48000,RENT,10.0,EDUCATION,B,4225,9.83,0,0.09,N,3,48000.0,11.36094674556213,4800.0,1408.3333333333333
23,69996,MORTGAGE,7.0,VENTURE,A,3000,6.39,0,0.04,N,4,69996.0,23.332,9999.42857142857,750.0
26,20000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1500,7.74,0,0.07,N,4,20000.0,13.333333333333334,20000.0,375.0
22,55000,RENT,6.0,VENTURE,C,6000,14.27,0,0.11,N,3,55000.0,9.166666666666666,9166.666666666666,2000.0
23,30000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.86,0,0.17,N,4,30000.0,6.0,inf,1250.0
25,50000,MORTGAGE,2.0,PERSONAL,A,10000,7.9,0,0.2,N,4,50000.0,5.0,25000.0,2500.0
23,75000,MORTGAGE,5.0,PERSONAL,B,5000,11.12,0,0.07,N,2,75000.0,15.0,15000.0,2500.0
25,30720,RENT,6.0,MEDICAL,B,10000,10.37,1,0.33,N,3,30720.0,3.072,5120.0,3333.3333333333335
26,41892,RENT,8.0,DEBTCONSOLIDATION,C,11300,13.22,0,0.27,Y,4,41892.0,3.7072566371681415,5236.5,2825.0
26,18700,RENT,2.0,MEDICAL,A,1500,5.42,0,0.08,N,3,18700.0,12.466666666666667,9350.0,500.0
23,58000,OTHER,0.0,VENTURE,B,16000,12.21,0,0.28,N,4,58000.0,3.625,inf,4000.0
23,34000,OWN,7.0,EDUCATION,A,10950,7.29,0,0.32,N,2,34000.0,3.105022831050228,4857.142857142857,5475.0
22,29100,RENT,2.0,VENTURE,D,6250,16.07,1,0.21,N,4,29100.0,4.656,14550.0,1562.5
23,149385,OWN,7.0,PERSONAL,A,7000,8.94,0,0.05,N,2,149385.0,21.340714285714284,21340.714285714286,3500.0
23,36000,RENT,4.0,DEBTCONSOLIDATION,B,9000,11.11,0,0.25,N,4,36000.0,4.0,9000.0,2250.0
26,76668,RENT,10.0,DEBTCONSOLIDATION,A,7200,9.63,0,0.09,N,4,76668.0,10.648333333333333,7666.8,1800.0
25,155004,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10500,7.49,0,0.07,N,3,155004.0,14.762285714285714,17222.666666666668,3500.0
24,46800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,6.99,0,0.26,N,3,46800.0,3.9,7800.0,4000.0
21,46800,MORTGAGE,4.0,MEDICAL,A,5000,7.51,0,0.11,N,4,46800.0,9.36,11700.0,1250.0
25,85000,RENT,9.0,HOMEIMPROVEMENT,A,5750,7.29,0,0.07,N,3,85000.0,14.782608695652174,9444.444444444445,1916.6666666666667
26,58000,RENT,0.0,HOMEIMPROVEMENT,B,20000,10.25,1,0.34,N,4,58000.0,2.9,inf,5000.0
25,47412,MORTGAGE,0.0,EDUCATION,A,6500,8.59,0,0.14,N,3,47412.0,7.294153846153846,inf,2166.6666666666665
22,45000,RENT,3.0,EDUCATION,B,5000,11.11,0,0.11,N,4,45000.0,9.0,15000.0,1250.0
22,25200,RENT,1.0,EDUCATION,B,4000,,0,0.16,N,3,25200.0,6.3,25200.0,1333.3333333333333
26,41400,RENT,5.0,MEDICAL,B,7300,9.45,0,0.18,N,2,41400.0,5.671232876712328,8280.0,3650.0
24,45000,MORTGAGE,3.0,VENTURE,C,15000,13.06,0,0.33,N,3,45000.0,3.0,15000.0,5000.0
23,21000,RENT,6.0,EDUCATION,A,7500,6.91,1,0.36,N,2,21000.0,2.8,3500.0,3750.0
23,46800,OWN,7.0,VENTURE,C,9000,,0,0.19,N,4,46800.0,5.2,6685.714285714285,2250.0
21,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2200,12.42,0,0.03,N,3,65000.0,29.545454545454547,13000.0,733.3333333333334
23,38800,RENT,2.0,EDUCATION,A,14575,,1,0.38,N,2,38800.0,2.6620926243567755,19400.0,7287.5
23,30000,MORTGAGE,3.0,EDUCATION,B,4500,10.62,0,0.15,N,4,30000.0,6.666666666666667,10000.0,1125.0
23,69996,OWN,2.0,VENTURE,B,10000,,0,0.14,N,3,69996.0,6.9996,34998.0,3333.3333333333335
24,23000,RENT,1.0,MEDICAL,C,5000,,0,0.22,N,4,23000.0,4.6,23000.0,1250.0
24,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,5.99,0,0.16,N,4,75000.0,6.25,15000.0,3000.0
26,38400,RENT,7.0,VENTURE,C,3200,13.49,0,0.08,N,2,38400.0,12.0,5485.714285714285,1600.0
24,72400,MORTGAGE,4.0,EDUCATION,E,25000,17.99,0,0.35,Y,2,72400.0,2.896,18100.0,12500.0
24,74900,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3500,6.39,0,0.05,N,3,74900.0,21.4,9362.5,1166.6666666666667
23,72000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,12000,13.61,1,0.17,N,4,72000.0,6.0,12000.0,3000.0
25,60000,OWN,8.0,VENTURE,B,14000,11.12,0,0.23,N,2,60000.0,4.285714285714286,7500.0,7000.0
25,18000,RENT,3.0,EDUCATION,C,8500,10.28,1,0.47,Y,4,18000.0,2.1176470588235294,6000.0,2125.0
24,35000,RENT,8.0,PERSONAL,A,5000,7.88,0,0.14,N,3,35000.0,7.0,4375.0,1666.6666666666667
24,70000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,9000,11.83,0,0.13,N,3,70000.0,7.777777777777778,70000.0,3000.0
26,16428,RENT,0.0,MEDICAL,C,2400,12.23,0,0.15,N,3,16428.0,6.845,inf,800.0
21,32400,RENT,2.0,VENTURE,C,10000,13.23,1,0.31,Y,3,32400.0,3.24,16200.0,3333.3333333333335
23,82500,MORTGAGE,0.0,PERSONAL,A,5000,8.49,0,0.06,N,2,82500.0,16.5,inf,2500.0
24,88000,MORTGAGE,8.0,DEBTCONSOLIDATION,F,30000,18.62,1,0.34,N,3,88000.0,2.933333333333333,11000.0,10000.0
26,150000,MORTGAGE,3.0,VENTURE,B,25000,9.99,0,0.17,N,4,150000.0,6.0,50000.0,6250.0
23,21000,RENT,2.0,VENTURE,C,3000,12.68,0,0.14,N,3,21000.0,7.0,10500.0,1000.0
25,67000,RENT,9.0,PERSONAL,C,5000,13.92,1,0.07,Y,4,67000.0,13.4,7444.444444444444,1250.0
22,28000,RENT,6.0,PERSONAL,B,1000,10.25,1,0.04,N,3,28000.0,28.0,4666.666666666667,333.3333333333333
26,33600,RENT,4.0,PERSONAL,D,3300,15.65,0,0.1,Y,2,33600.0,10.181818181818182,8400.0,1650.0
25,120000,RENT,1.0,HOMEIMPROVEMENT,A,12000,,0,0.1,N,3,120000.0,10.0,120000.0,4000.0
25,54000,RENT,4.0,HOMEIMPROVEMENT,D,12000,16.77,1,0.22,N,2,54000.0,4.5,13500.0,6000.0
22,65000,MORTGAGE,4.0,EDUCATION,A,9000,9.63,0,0.14,N,3,65000.0,7.222222222222222,16250.0,3000.0
22,72204,RENT,2.0,EDUCATION,C,6700,13.47,0,0.09,Y,4,72204.0,10.776716417910448,36102.0,1675.0
23,36000,RENT,7.0,PERSONAL,C,1200,13.99,0,0.03,N,3,36000.0,30.0,5142.857142857143,400.0
21,60000,MORTGAGE,5.0,EDUCATION,A,6000,6.91,0,0.1,N,2,60000.0,10.0,12000.0,3000.0
24,54996,RENT,0.0,DEBTCONSOLIDATION,C,12500,12.87,0,0.23,N,2,54996.0,4.39968,inf,6250.0
25,16000,RENT,0.0,PERSONAL,A,3200,9.32,1,0.2,N,4,16000.0,5.0,inf,800.0
21,90000,RENT,3.0,EDUCATION,B,4800,9.62,0,0.05,N,2,90000.0,18.75,30000.0,2400.0
24,72000,RENT,5.0,HOMEIMPROVEMENT,B,8000,10.0,0,0.11,N,2,72000.0,9.0,14400.0,4000.0
22,34992,RENT,1.0,DEBTCONSOLIDATION,B,5000,,0,0.14,N,2,34992.0,6.9984,34992.0,2500.0
24,112500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8600,13.11,0,0.08,N,4,112500.0,13.081395348837209,37500.0,2150.0
26,40000,RENT,10.0,PERSONAL,D,6925,15.99,0,0.17,N,4,40000.0,5.776173285198556,4000.0,1731.25
25,42000,RENT,2.0,VENTURE,D,10000,14.91,1,0.24,N,2,42000.0,4.2,21000.0,5000.0
22,36000,MORTGAGE,0.0,PERSONAL,B,12375,,0,0.34,N,3,36000.0,2.909090909090909,inf,4125.0
23,89000,RENT,7.0,EDUCATION,C,7000,,0,0.08,Y,3,89000.0,12.714285714285714,12714.285714285714,2333.3333333333335
21,46000,RENT,2.0,PERSONAL,D,5200,17.27,1,0.11,Y,3,46000.0,8.846153846153847,23000.0,1733.3333333333333
22,30000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3000,11.49,0,0.1,N,3,30000.0,10.0,5000.0,1000.0
23,26000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800,10.59,0,0.3,N,3,26000.0,3.3333333333333335,8666.666666666666,2600.0
21,50000,MORTGAGE,5.0,PERSONAL,C,9000,13.49,0,0.18,N,2,50000.0,5.555555555555555,10000.0,4500.0
22,44094,RENT,1.0,PERSONAL,A,3600,7.37,0,0.08,N,2,44094.0,12.248333333333333,44094.0,1800.0
23,30000,RENT,1.0,MEDICAL,A,8400,,1,0.28,N,2,30000.0,3.5714285714285716,30000.0,4200.0
24,46000,MORTGAGE,8.0,PERSONAL,A,2000,7.66,0,0.04,N,2,46000.0,23.0,5750.0,1000.0
22,75000,MORTGAGE,6.0,VENTURE,D,25000,14.96,0,0.33,Y,3,75000.0,3.0,12500.0,8333.333333333334
22,30000,RENT,4.0,EDUCATION,B,10000,11.86,1,0.33,N,4,30000.0,3.0,7500.0,2500.0
25,26729,RENT,5.0,VENTURE,B,7300,11.14,0,0.27,N,4,26729.0,3.6615068493150686,5345.8,1825.0
22,115000,MORTGAGE,6.0,EDUCATION,A,12000,5.99,0,0.1,N,3,115000.0,9.583333333333334,19166.666666666668,4000.0
22,32400,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5500,,0,0.17,N,2,32400.0,5.890909090909091,32400.0,2750.0
25,67000,MORTGAGE,9.0,PERSONAL,C,25000,10.91,1,0.37,N,3,67000.0,2.68,7444.444444444444,8333.333333333334
25,96000,MORTGAGE,6.0,VENTURE,C,21000,14.65,0,0.22,N,4,96000.0,4.571428571428571,16000.0,5250.0
24,48720,RENT,4.0,EDUCATION,C,10000,13.85,0,0.21,Y,3,48720.0,4.872,12180.0,3333.3333333333335
21,30000,RENT,2.0,VENTURE,B,7000,10.99,0,0.23,N,3,30000.0,4.285714285714286,15000.0,2333.3333333333335
26,175000,RENT,2.0,EDUCATION,B,17000,9.88,0,0.1,N,2,175000.0,10.294117647058824,87500.0,8500.0
25,60000,RENT,1.0,EDUCATION,A,10000,,0,0.17,N,4,60000.0,6.0,60000.0,2500.0
24,48996,RENT,5.0,VENTURE,C,5000,13.79,0,0.1,N,4,48996.0,9.7992,9799.2,1250.0
22,52320,MORTGAGE,6.0,EDUCATION,D,15000,12.86,0,0.29,N,2,52320.0,3.488,8720.0,7500.0
26,35000,RENT,10.0,EDUCATION,B,12875,,1,0.37,N,3,35000.0,2.7184466019417477,3500.0,4291.666666666667
25,36000,RENT,1.0,DEBTCONSOLIDATION,D,15000,15.05,1,0.42,Y,2,36000.0,2.4,36000.0,7500.0
